EmployeeNumber,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Age_Over18,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Std_working_hours,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
1492,4,Male                ,76,3,1,Sales Representative                    ,3,Married                                 ,2404.0,16192.0,1,Y         ,No        ,13.0,3,1,80,1,1.0,3,3,1.0,0.0,0.0,0.0
1494,2,Male                ,89,3,1,Laboratory Technician                   ,1,Single                                  ,3172.0,16998.0,2,Y         ,Yes       ,11.0,3,3,80,0,4.0,2,2,0.0,0.0,0.0,0.0
1495,4,Female              ,78,3,1,Sales Representative                    ,2,Married                                 ,2033.0,7103.0,1,Y         ,No        ,13.0,3,3,80,1,1.0,2,3,1.0,0.0,0.0,0.0
1496,2,Male                ,86,3,3,Manufacturing Director                  ,3,Single                                  ,10209.0,19719.0,5,Y         ,Yes       ,18.0,3,2,80,0,16.0,2,2,2.0,2.0,2.0,2.0
1497,3,Male                ,77,2,2,Sales Executive                         ,3,Divorced                                ,8620.0,23757.0,1,Y         ,No        ,14.0,3,3,80,2,10.0,3,3,10.0,7.0,0.0,4.0
1499,3,Male                ,46,3,1,Human Resources                         ,3,Divorced                                ,2064.0,15428.0,0,Y         ,No        ,21.0,4,1,80,1,6.0,3,4,5.0,3.0,1.0,3.0
1501,4,Male                ,30,3,2,Healthcare Representative               ,3,Married                                 ,4035.0,16143.0,0,Y         ,Yes       ,16.0,3,2,80,0,4.0,2,3,3.0,2.0,1.0,2.0
1502,1,Female              ,82,2,1,Laboratory Technician                   ,2,Married                                 ,3838.0,8192.0,8,Y         ,No        ,11.0,3,4,80,0,8.0,5,3,5.0,4.0,0.0,2.0
1503,3,Female              ,78,3,2,Sales Executive                         ,3,Married                                 ,4591.0,24200.0,3,Y         ,Yes       ,17.0,3,3,80,1,11.0,4,2,5.0,4.0,1.0,2.0
1504,3,Male                ,38,2,1,Laboratory Technician                   ,1,Single                                  ,2561.0,5355.0,7,Y         ,No        ,11.0,3,3,80,0,8.0,2,2,0.0,0.0,0.0,0.0
1506,1,Male                ,72,2,1,Research Scientist                      ,3,Divorced                                ,1563.0,12530.0,1,Y         ,No        ,14.0,3,4,80,1,1.0,2,1,1.0,0.0,0.0,0.0
1507,3,Male                ,55,3,2,Sales Executive                         ,1,Single                                  ,4898.0,11827.0,0,Y         ,No        ,14.0,3,4,80,0,5.0,5,3,4.0,2.0,1.0,3.0
1509,3,Female              ,43,2,2,Laboratory Technician                   ,1,Married                                 ,4789.0,23070.0,4,Y         ,No        ,25.0,4,1,80,1,10.0,3,3,3.0,2.0,1.0,2.0
1513,4,Female              ,97,3,1,Laboratory Technician                   ,2,Married                                 ,3180.0,4668.0,0,Y         ,No        ,13.0,3,3,80,3,4.0,3,3,3.0,2.0,0.0,2.0
1514,3,Male                ,96,1,2,Manufacturing Director                  ,2,Married                                 ,6549.0,3173.0,1,Y         ,No        ,14.0,3,2,80,2,8.0,2,2,8.0,6.0,1.0,7.0
1515,4,Male                ,69,3,2,Healthcare Representative               ,3,Single                                  ,6388.0,22049.0,2,Y         ,Yes       ,17.0,3,1,80,0,14.0,6,3,0.0,0.0,0.0,0.0
1516,3,Male                ,64,3,3,Manager                                 ,4,Single                                  ,11244.0,21072.0,2,Y         ,No        ,25.0,4,2,80,0,10.0,5,4,5.0,2.0,0.0,0.0
1520,2,Female              ,87,3,4,Manager                                 ,4,Divorced                                ,16032.0,24456.0,3,Y         ,No        ,20.0,4,1,80,1,26.0,2,3,14.0,9.0,1.0,12.0
1522,1,Male                ,100,2,1,Research Scientist                      ,1,Single                                  ,2362.0,7568.0,6,Y         ,No        ,13.0,3,3,80,0,11.0,2,1,9.0,7.0,0.0,7.0
1523,4,Male                ,32,3,4,Research Director                       ,1,Married                                 ,16328.0,22074.0,3,Y         ,No        ,13.0,3,3,80,1,24.0,1,4,20.0,6.0,14.0,17.0
1525,2,Female              ,32,3,3,Manufacturing Director                  ,2,Single                                  ,8376.0,9150.0,4,Y         ,No        ,18.0,3,4,80,0,9.0,3,3,2.0,0.0,2.0,2.0
1527,3,Female              ,51,3,4,Manager                                 ,2,Married                                 ,16606.0,11380.0,8,Y         ,No        ,12.0,3,4,80,1,23.0,2,4,13.0,12.0,5.0,1.0
1529,4,Female              ,91,2,3,Healthcare Representative               ,2,Single                                  ,8606.0,21195.0,1,Y         ,No        ,19.0,3,4,80,0,11.0,3,1,11.0,8.0,3.0,3.0
1533,1,Male                ,97,3,2,Laboratory Technician                   ,3,Single                                  ,2272.0,24812.0,0,Y         ,No        ,14.0,3,2,80,0,5.0,2,3,4.0,3.0,1.0,2.0
1534,4,Male                ,86,3,1,Laboratory Technician                   ,1,Single                                  ,2018.0,21831.0,3,Y         ,No        ,14.0,3,2,80,0,15.0,3,1,5.0,4.0,1.0,0.0
1535,4,Male                ,64,2,3,Sales Executive                         ,3,Married                                 ,7083.0,12288.0,1,Y         ,Yes       ,14.0,3,4,80,0,10.0,3,3,10.0,9.0,8.0,6.0
1537,4,Female              ,33,3,1,Research Scientist                      ,3,Single                                  ,4084.0,4156.0,1,Y         ,No        ,12.0,3,1,80,0,7.0,2,1,7.0,2.0,7.0,7.0
1539,3,Male                ,88,1,4,Research Director                       ,4,Single                                  ,14411.0,24450.0,1,Y         ,Yes       ,13.0,3,4,80,0,32.0,2,3,32.0,6.0,13.0,9.0
1541,2,Male                ,55,3,1,Sales Representative                    ,3,Married                                 ,2308.0,4944.0,0,Y         ,Yes       ,25.0,4,2,80,1,12.0,4,3,11.0,10.0,5.0,7.0
1542,3,Male                ,68,2,1,Laboratory Technician                   ,2,Married                                 ,4841.0,24052.0,4,Y         ,No        ,14.0,3,2,80,1,4.0,3,3,1.0,0.0,0.0,0.0
1543,1,Male                ,47,3,2,Research Scientist                      ,4,Married                                 ,4285.0,3031.0,1,Y         ,No        ,17.0,3,1,80,0,10.0,2,3,10.0,8.0,3.0,7.0
1544,3,Female              ,39,1,2,Healthcare Representative               ,1,Married                                 ,9715.0,7288.0,3,Y         ,No        ,13.0,3,3,80,1,9.0,3,3,7.0,7.0,0.0,7.0
1545,4,Male                ,44,2,2,Manufacturing Director                  ,2,Single                                  ,4320.0,24152.0,1,Y         ,No        ,13.0,3,4,80,0,5.0,2,3,5.0,3.0,0.0,2.0
1546,4,Male                ,97,3,1,Research Scientist                      ,4,Married                                 ,2132.0,4585.0,4,Y         ,No        ,20.0,4,4,80,1,8.0,3,3,5.0,4.0,0.0,3.0
1547,4,Male                ,40,3,3,Healthcare Representative               ,4,Married                                 ,10124.0,18611.0,2,Y         ,Yes       ,14.0,3,3,80,1,24.0,3,1,20.0,8.0,13.0,9.0
1548,1,Male                ,47,3,2,Sales Executive                         ,1,Married                                 ,5473.0,19345.0,0,Y         ,No        ,12.0,3,4,80,0,9.0,5,4,8.0,4.0,7.0,1.0
1549,2,Male                ,79,3,2,Laboratory Technician                   ,3,Married                                 ,5207.0,22949.0,1,Y         ,Yes       ,12.0,3,2,80,1,15.0,3,3,15.0,14.0,5.0,7.0
1550,3,Male                ,38,3,4,Manager                                 ,4,Single                                  ,16437.0,17381.0,1,Y         ,Yes       ,21.0,4,4,80,0,21.0,2,3,21.0,7.0,7.0,7.0
1551,3,Male                ,57,2,1,Laboratory Technician                   ,1,Divorced                                ,2296.0,10036.0,0,Y         ,No        ,14.0,3,2,80,3,2.0,3,3,1.0,1.0,0.0,0.0
1552,4,Male                ,72,3,2,Healthcare Representative               ,4,Divorced                                ,4069.0,8841.0,3,Y         ,Yes       ,18.0,3,3,80,0,8.0,2,3,2.0,2.0,2.0,2.0
1553,1,Male                ,66,3,3,Healthcare Representative               ,2,Divorced                                ,7441.0,20933.0,1,Y         ,No        ,12.0,3,1,80,3,10.0,4,3,10.0,8.0,7.0,7.0
1554,2,Female              ,98,2,1,Sales Representative                    ,3,Married                                 ,2430.0,26204.0,0,Y         ,No        ,23.0,4,1,80,2,6.0,5,3,5.0,3.0,4.0,2.0
1555,4,Female              ,67,2,2,Research Scientist                      ,2,Married                                 ,5878.0,15624.0,3,Y         ,No        ,12.0,3,1,80,1,12.0,2,3,7.0,1.0,2.0,5.0
1556,3,Male                ,70,3,1,Sales Representative                    ,4,Single                                  ,2644.0,17001.0,3,Y         ,Yes       ,21.0,4,4,80,0,7.0,3,2,3.0,2.0,1.0,2.0
1557,3,Female              ,96,3,2,Sales Executive                         ,3,Divorced                                ,6439.0,13693.0,8,Y         ,No        ,14.0,3,3,80,1,18.0,2,3,8.0,7.0,7.0,7.0
1558,3,Male                ,91,4,1,Research Scientist                      ,3,Married                                 ,2451.0,22376.0,6,Y         ,No        ,18.0,3,1,80,2,5.0,2,2,1.0,0.0,0.0,0.0
1560,1,Male                ,46,3,2,Sales Executive                         ,1,Married                                 ,6392.0,10589.0,2,Y         ,No        ,13.0,3,4,80,1,8.0,6,1,2.0,2.0,2.0,2.0
1562,2,Male                ,64,2,2,Sales Executive                         ,1,Married                                 ,9714.0,5323.0,1,Y         ,No        ,11.0,3,4,80,1,10.0,4,3,10.0,8.0,6.0,7.0
1563,3,Male                ,71,3,2,Human Resources                         ,3,Married                                 ,6077.0,14814.0,3,Y         ,No        ,11.0,3,3,80,0,10.0,2,3,6.0,3.0,1.0,2.0
1564,4,Male                ,68,2,1,Laboratory Technician                   ,1,Single                                  ,2450.0,21731.0,1,Y         ,No        ,19.0,3,2,80,0,3.0,3,3,3.0,0.0,1.0,2.0
1568,3,Male                ,33,3,3,Sales Executive                         ,2,Married                                 ,9250.0,17799.0,3,Y         ,No        ,12.0,3,2,80,1,9.0,3,3,4.0,2.0,1.0,3.0
1569,1,Female              ,69,3,1,Laboratory Technician                   ,1,Divorced                                ,2074.0,26619.0,1,Y         ,Yes       ,12.0,3,4,80,1,1.0,2,3,1.0,0.0,0.0,0.0
1572,3,Female              ,78,2,3,Manufacturing Director                  ,4,Married                                 ,10169.0,14618.0,0,Y         ,No        ,16.0,3,2,80,1,34.0,4,3,33.0,7.0,1.0,9.0
1573,3,Male                ,81,3,2,Manufacturing Director                  ,2,Married                                 ,4855.0,7653.0,4,Y         ,No        ,11.0,3,1,80,2,7.0,2,3,5.0,2.0,1.0,4.0
1574,4,Male                ,62,3,2,Research Scientist                      ,1,Married                                 ,4087.0,25174.0,4,Y         ,No        ,14.0,3,2,80,1,9.0,3,2,6.0,5.0,1.0,2.0
1576,3,Female              ,65,3,1,Research Scientist                      ,1,Married                                 ,2367.0,16530.0,8,Y         ,No        ,12.0,3,4,80,1,10.0,3,2,8.0,2.0,7.0,6.0
1577,1,Male                ,35,3,1,Research Scientist                      ,4,Single                                  ,2972.0,22061.0,1,Y         ,No        ,13.0,3,3,80,0,1.0,4,1,1.0,0.0,0.0,0.0
1578,3,Male                ,60,2,5,Manager                                 ,4,Married                                 ,19586.0,23037.0,1,Y         ,No        ,21.0,4,3,80,1,36.0,3,3,36.0,6.0,2.0,13.0
1580,2,Male                ,45,3,2,Research Scientist                      ,4,Married                                 ,5484.0,13008.0,9,Y         ,No        ,17.0,3,2,80,1,9.0,3,2,2.0,2.0,2.0,1.0
1581,1,Female              ,89,3,1,Research Scientist                      ,4,Married                                 ,2061.0,11133.0,1,Y         ,No        ,21.0,4,1,80,0,1.0,5,3,1.0,0.0,0.0,0.0
1582,3,Male                ,80,3,2,Sales Executive                         ,2,Married                                 ,9924.0,12355.0,0,Y         ,No        ,11.0,3,4,80,1,10.0,3,3,9.0,8.0,7.0,7.0
1583,2,Female              ,90,3,2,Sales Executive                         ,2,Single                                  ,4198.0,16379.0,2,Y         ,No        ,12.0,3,2,80,0,8.0,5,4,3.0,2.0,1.0,2.0
1585,2,Female              ,73,3,2,Sales Executive                         ,3,Single                                  ,6815.0,21447.0,6,Y         ,No        ,13.0,3,1,80,0,15.0,5,3,1.0,0.0,0.0,0.0
1586,2,Male                ,87,3,1,Laboratory Technician                   ,1,Single                                  ,4723.0,16213.0,1,Y         ,Yes       ,18.0,3,4,80,0,10.0,3,3,10.0,9.0,1.0,5.0
1587,1,Female              ,51,3,2,Healthcare Representative               ,3,Single                                  ,6142.0,4223.0,3,Y         ,Yes       ,16.0,3,3,80,0,10.0,4,3,5.0,2.0,0.0,4.0
1588,4,Male                ,38,4,3,Sales Executive                         ,3,Married                                 ,8237.0,4658.0,2,Y         ,No        ,11.0,3,1,80,1,11.0,3,3,7.0,6.0,7.0,6.0
1590,1,Male                ,87,3,2,Healthcare Representative               ,4,Divorced                                ,8853.0,24483.0,1,Y         ,No        ,19.0,3,4,80,1,6.0,0,4,6.0,4.0,1.0,3.0
1591,3,Male                ,59,3,5,Manager                                 ,3,Married                                 ,19331.0,19519.0,4,Y         ,Yes       ,16.0,3,3,80,1,27.0,2,3,1.0,0.0,0.0,0.0
1592,4,Male                ,45,4,1,Research Scientist                      ,3,Married                                 ,2073.0,12826.0,2,Y         ,No        ,16.0,3,4,80,1,4.0,2,3,2.0,2.0,2.0,2.0
1594,1,Male                ,80,4,2,Laboratory Technician                   ,1,Married                                 ,5562.0,19711.0,3,Y         ,Yes       ,13.0,3,4,80,1,9.0,3,3,3.0,2.0,0.0,2.0
1595,4,Male                ,93,2,5,Manager                                 ,4,Single                                  ,19613.0,26362.0,8,Y         ,No        ,22.0,4,4,80,0,24.0,2,3,1.0,0.0,0.0,1.0
1596,2,Male                ,46,4,2,Laboratory Technician                   ,3,Married                                 ,3407.0,25348.0,1,Y         ,No        ,17.0,3,4,80,2,10.0,3,2,10.0,9.0,6.0,8.0
1597,4,Male                ,92,2,2,Healthcare Representative               ,3,Married                                 ,5063.0,15332.0,1,Y         ,No        ,14.0,3,2,80,1,8.0,3,2,8.0,2.0,7.0,7.0
1598,4,Female              ,84,3,2,Sales Executive                         ,1,Married                                 ,4639.0,11262.0,1,Y         ,No        ,15.0,3,3,80,1,5.0,2,3,5.0,4.0,1.0,2.0
1599,4,Male                ,87,4,1,Laboratory Technician                   ,2,Divorced                                ,4876.0,5855.0,5,Y         ,No        ,12.0,3,3,80,1,8.0,0,3,6.0,4.0,0.0,2.0
1601,3,Male                ,63,2,1,Laboratory Technician                   ,4,Married                                 ,2690.0,7713.0,1,Y         ,No        ,18.0,3,4,80,1,1.0,5,2,1.0,0.0,0.0,1.0
1602,4,Male                ,56,4,4,Manager                                 ,1,Single                                  ,17567.0,3156.0,1,Y         ,No        ,15.0,3,2,80,0,27.0,5,1,26.0,0.0,0.0,12.0
1604,3,Male                ,51,3,1,Laboratory Technician                   ,2,Married                                 ,2408.0,7324.0,1,Y         ,Yes       ,17.0,3,3,80,3,1.0,3,3,1.0,1.0,0.0,0.0
1605,2,Female              ,85,2,1,Research Scientist                      ,3,Married                                 ,2814.0,10293.0,1,Y         ,Yes       ,14.0,3,2,80,0,4.0,2,2,4.0,2.0,1.0,3.0
1606,2,Male                ,41,3,4,Healthcare Representative               ,3,Married                                 ,11245.0,20689.0,2,Y         ,Yes       ,15.0,3,3,80,1,32.0,3,3,30.0,8.0,12.0,13.0
1607,2,Female              ,35,4,1,Research Scientist                      ,4,Married                                 ,3312.0,18783.0,3,Y         ,No        ,17.0,3,4,80,2,6.0,3,3,3.0,2.0,0.0,2.0
1608,2,Female              ,31,3,5,Research Director                       ,4,Divorced                                ,19049.0,3549.0,0,Y         ,Yes       ,14.0,3,4,80,1,23.0,4,2,22.0,7.0,1.0,10.0
1609,2,Male                ,48,2,1,Research Scientist                      ,2,Married                                 ,2141.0,5348.0,1,Y         ,No        ,12.0,3,2,80,1,6.0,3,2,6.0,4.0,1.0,1.0
1611,3,Female              ,50,1,2,Laboratory Technician                   ,1,Single                                  ,5769.0,23447.0,1,Y         ,Yes       ,14.0,3,1,80,0,10.0,3,3,10.0,7.0,1.0,4.0
1612,1,Male                ,52,2,2,Sales Executive                         ,1,Married                                 ,4385.0,24162.0,1,Y         ,No        ,15.0,3,1,80,1,10.0,2,3,10.0,7.0,4.0,5.0
1613,4,Male                ,54,3,2,Sales Executive                         ,1,Single                                  ,5332.0,21602.0,7,Y         ,No        ,13.0,3,4,80,0,10.0,3,3,5.0,2.0,0.0,3.0
1614,3,Female              ,76,3,2,Manufacturing Director                  ,3,Married                                 ,4663.0,12421.0,9,Y         ,Yes       ,12.0,3,2,80,2,7.0,2,3,3.0,2.0,1.0,1.0
1615,3,Male                ,42,4,2,Manufacturing Director                  ,4,Divorced                                ,4724.0,17000.0,1,Y         ,No        ,13.0,3,1,80,1,9.0,3,3,9.0,7.0,7.0,2.0
1617,3,Female              ,84,3,1,Laboratory Technician                   ,1,Married                                 ,3211.0,22102.0,1,Y         ,No        ,14.0,3,4,80,1,10.0,3,2,9.0,6.0,1.0,4.0
1618,2,Male                ,76,3,2,Manufacturing Director                  ,1,Married                                 ,5377.0,3835.0,2,Y         ,No        ,13.0,3,4,80,3,10.0,3,3,7.0,7.0,7.0,7.0
1619,4,Male                ,67,2,1,Laboratory Technician                   ,1,Divorced                                ,4066.0,16290.0,1,Y         ,No        ,11.0,3,1,80,2,7.0,3,3,7.0,7.0,0.0,7.0
1621,2,Male                ,48,4,2,Research Scientist                      ,1,Married                                 ,5208.0,26312.0,1,Y         ,No        ,11.0,3,4,80,0,16.0,2,3,16.0,15.0,1.0,10.0
1622,2,Female              ,39,1,2,Manufacturing Director                  ,1,Divorced                                ,4877.0,20460.0,0,Y         ,No        ,21.0,4,2,80,1,6.0,5,2,5.0,3.0,0.0,0.0
1623,3,Male                ,97,3,1,Research Scientist                      ,4,Single                                  ,3117.0,26009.0,1,Y         ,No        ,18.0,3,3,80,0,3.0,2,3,2.0,2.0,2.0,2.0
1624,2,Female              ,70,3,1,Sales Representative                    ,4,Single                                  ,1569.0,18420.0,1,Y         ,Yes       ,12.0,3,3,80,0,0.0,2,4,0.0,0.0,0.0,0.0
1625,4,Female              ,98,3,5,Manager                                 ,3,Married                                 ,19658.0,5220.0,3,Y         ,No        ,11.0,3,3,80,1,27.0,2,3,5.0,2.0,1.0,0.0
1627,3,Male                ,76,2,2,Laboratory Technician                   ,3,Divorced                                ,3069.0,10302.0,0,Y         ,No        ,15.0,3,4,80,1,11.0,3,3,10.0,8.0,0.0,7.0
1628,1,Female              ,80,2,3,Manufacturing Director                  ,3,Married                                 ,10435.0,25800.0,1,Y         ,No        ,13.0,3,4,80,2,18.0,2,3,18.0,15.0,14.0,12.0
1630,3,Female              ,52,3,2,Healthcare Representative               ,3,Married                                 ,4148.0,12250.0,1,Y         ,No        ,12.0,3,4,80,1,15.0,5,3,14.0,11.0,2.0,9.0
1631,3,Male                ,85,3,2,Manufacturing Director                  ,3,Married                                 ,5768.0,26493.0,3,Y         ,No        ,17.0,3,1,80,3,9.0,2,2,4.0,3.0,0.0,2.0
1633,1,Female              ,81,3,2,Manufacturing Director                  ,3,Single                                  ,5042.0,3140.0,0,Y         ,No        ,13.0,3,4,80,0,10.0,2,1,9.0,2.0,3.0,8.0
1635,4,Female              ,59,2,2,Manufacturing Director                  ,4,Divorced                                ,5770.0,5388.0,1,Y         ,No        ,19.0,3,1,80,2,10.0,3,3,10.0,7.0,3.0,9.0
1638,4,Female              ,54,2,3,Manufacturing Director                  ,3,Married                                 ,7756.0,14199.0,3,Y         ,Yes       ,19.0,3,4,80,1,10.0,6,4,5.0,4.0,0.0,2.0
1639,4,Male                ,55,2,3,Sales Executive                         ,1,Married                                 ,10306.0,21530.0,9,Y         ,No        ,17.0,3,3,80,0,15.0,3,3,13.0,12.0,6.0,0.0
1640,2,Female              ,71,3,1,Research Scientist                      ,2,Married                                 ,3936.0,9953.0,1,Y         ,No        ,11.0,3,1,80,1,8.0,2,1,8.0,4.0,7.0,7.0
1641,3,Female              ,84,3,3,Manufacturing Director                  ,4,Single                                  ,7945.0,19948.0,6,Y         ,Yes       ,15.0,3,4,80,0,18.0,2,2,4.0,2.0,3.0,3.0
1642,1,Male                ,37,3,2,Human Resources                         ,4,Married                                 ,5743.0,10503.0,4,Y         ,Yes       ,11.0,3,3,80,0,14.0,3,3,10.0,7.0,0.0,2.0
1644,3,Male                ,89,2,4,Manager                                 ,4,Married                                 ,15202.0,5602.0,2,Y         ,No        ,25.0,4,2,80,1,23.0,3,3,2.0,2.0,2.0,2.0
1645,1,Male                ,59,1,2,Sales Executive                         ,4,Divorced                                ,5440.0,22098.0,6,Y         ,Yes       ,14.0,3,4,80,2,7.0,2,2,2.0,2.0,2.0,2.0
1646,1,Female              ,32,3,1,Research Scientist                      ,4,Single                                  ,3760.0,17218.0,1,Y         ,Yes       ,13.0,3,3,80,0,6.0,2,3,6.0,3.0,1.0,3.0
1647,2,Female              ,86,4,1,Research Scientist                      ,3,Married                                 ,3517.0,22490.0,7,Y         ,No        ,17.0,3,1,80,0,5.0,0,3,3.0,2.0,0.0,2.0
1648,4,Male                ,87,3,1,Research Scientist                      ,4,Single                                  ,2580.0,6297.0,2,Y         ,No        ,13.0,3,3,80,0,6.0,0,2,4.0,2.0,1.0,2.0
1649,1,Male                ,73,3,1,Laboratory Technician                   ,1,Single                                  ,2166.0,3339.0,3,Y         ,Yes       ,14.0,3,2,80,0,10.0,3,1,4.0,2.0,0.0,3.0
1650,3,Male                ,42,2,2,Sales Executive                         ,3,Single                                  ,5869.0,23413.0,9,Y         ,No        ,11.0,3,3,80,0,8.0,2,3,5.0,2.0,1.0,4.0
1651,2,Female              ,42,3,3,Healthcare Representative               ,1,Married                                 ,8008.0,22792.0,4,Y         ,No        ,12.0,3,3,80,2,9.0,6,3,3.0,2.0,0.0,2.0
1653,4,Male                ,77,4,2,Manufacturing Director                  ,3,Divorced                                ,5206.0,4973.0,1,Y         ,No        ,17.0,3,3,80,2,7.0,6,3,7.0,7.0,0.0,7.0
1654,4,Male                ,66,3,2,Manufacturing Director                  ,2,Married                                 ,5295.0,7693.0,4,Y         ,No        ,21.0,4,3,80,0,7.0,3,3,5.0,4.0,1.0,0.0
1655,1,Female              ,72,3,4,Research Director                       ,2,Married                                 ,16413.0,3498.0,3,Y         ,No        ,16.0,3,2,80,2,27.0,2,3,4.0,2.0,1.0,2.0
1656,4,Female              ,50,2,3,Research Director                       ,1,Divorced                                ,13269.0,21981.0,5,Y         ,No        ,15.0,3,3,80,3,19.0,3,3,14.0,11.0,1.0,11.0
1657,3,Female              ,31,3,1,Sales Representative                    ,3,Single                                  ,2783.0,13251.0,1,Y         ,No        ,19.0,3,1,80,0,2.0,3,3,2.0,2.0,2.0,2.0
1658,4,Female              ,66,3,2,Research Scientist                      ,2,Divorced                                ,5433.0,19332.0,1,Y         ,No        ,12.0,3,3,80,1,11.0,2,3,11.0,8.0,7.0,9.0
1659,1,Male                ,77,3,1,Laboratory Technician                   ,2,Single                                  ,2013.0,10950.0,2,Y         ,No        ,11.0,3,3,80,0,15.0,4,3,4.0,3.0,1.0,3.0
1661,3,Female              ,41,2,4,Healthcare Representative               ,3,Married                                 ,13966.0,11652.0,2,Y         ,Yes       ,19.0,3,2,80,1,30.0,3,3,15.0,11.0,2.0,12.0
1662,4,Female              ,33,2,2,Manufacturing Director                  ,3,Married                                 ,4374.0,15411.0,0,Y         ,No        ,15.0,3,3,80,0,4.0,6,3,3.0,2.0,1.0,2.0
1664,4,Male                ,79,4,2,Healthcare Representative               ,1,Divorced                                ,6842.0,26308.0,6,Y         ,No        ,20.0,4,1,80,1,13.0,3,3,5.0,4.0,0.0,4.0
1665,2,Female              ,91,3,4,Manager                                 ,3,Married                                 ,17426.0,18685.0,3,Y         ,No        ,25.0,4,3,80,1,36.0,6,3,10.0,8.0,4.0,7.0
1666,3,Male                ,65,2,4,Research Director                       ,3,Married                                 ,17603.0,3525.0,1,Y         ,No        ,24.0,4,1,80,1,14.0,3,3,14.0,10.0,6.0,11.0
1667,4,Male                ,36,3,2,Sales Executive                         ,4,Single                                  ,4581.0,10414.0,3,Y         ,Yes       ,24.0,4,1,80,0,13.0,2,4,11.0,9.0,6.0,7.0
1668,4,Male                ,90,3,2,Research Scientist                      ,4,Married                                 ,4735.0,9867.0,7,Y         ,No        ,15.0,3,4,80,2,19.0,4,4,13.0,11.0,2.0,9.0
1669,1,Male                ,43,2,2,Sales Executive                         ,2,Divorced                                ,4187.0,3356.0,1,Y         ,Yes       ,13.0,3,2,80,1,10.0,3,2,10.0,0.0,0.0,9.0
1670,4,Male                ,93,3,2,Sales Executive                         ,4,Divorced                                ,5505.0,3921.0,1,Y         ,No        ,14.0,3,3,80,2,6.0,5,3,6.0,2.0,0.0,4.0
1671,4,Male                ,45,3,2,Research Scientist                      ,2,Divorced                                ,5470.0,25518.0,0,Y         ,No        ,13.0,3,3,80,2,10.0,4,2,9.0,5.0,1.0,6.0
1673,1,Female              ,67,3,2,Sales Executive                         ,4,Married                                 ,5476.0,22589.0,1,Y         ,No        ,11.0,3,1,80,2,10.0,2,3,10.0,0.0,0.0,2.0
1674,4,Female              ,74,3,1,Laboratory Technician                   ,1,Divorced                                ,2587.0,24941.0,4,Y         ,Yes       ,16.0,3,2,80,1,17.0,2,2,2.0,2.0,2.0,2.0
1675,4,Female              ,42,2,1,Laboratory Technician                   ,2,Single                                  ,2440.0,23826.0,1,Y         ,No        ,22.0,4,2,80,0,4.0,3,3,4.0,3.0,3.0,3.0
1676,2,Female              ,47,4,4,Manager                                 ,2,Divorced                                ,15972.0,21086.0,6,Y         ,No        ,14.0,3,3,80,3,29.0,2,3,3.0,2.0,1.0,2.0
1677,3,Male                ,36,3,4,Manager                                 ,3,Single                                  ,15379.0,22384.0,4,Y         ,No        ,14.0,3,1,80,0,23.0,2,3,8.0,7.0,0.0,0.0
1678,4,Male                ,80,3,3,Sales Executive                         ,3,Single                                  ,7082.0,11591.0,3,Y         ,Yes       ,16.0,3,4,80,0,21.0,2,3,2.0,0.0,0.0,2.0
1680,4,Male                ,54,3,1,Sales Representative                    ,1,Single                                  ,2728.0,21082.0,1,Y         ,No        ,11.0,3,1,80,0,2.0,3,3,2.0,2.0,0.0,2.0
1681,3,Female              ,36,3,2,Sales Executive                         ,4,Divorced                                ,5368.0,16130.0,1,Y         ,Yes       ,25.0,4,3,80,1,7.0,2,3,6.0,5.0,1.0,2.0
1682,1,Male                ,80,3,2,Healthcare Representative               ,3,Married                                 ,5347.0,7419.0,6,Y         ,No        ,14.0,3,2,80,2,10.0,2,2,3.0,2.0,0.0,2.0
1683,3,Female              ,44,3,1,Human Resources                         ,4,Divorced                                ,3195.0,4167.0,4,Y         ,Yes       ,18.0,3,1,80,3,8.0,2,3,2.0,2.0,2.0,2.0
1684,4,Male                ,93,2,1,Laboratory Technician                   ,3,Single                                  ,3989.0,20586.0,1,Y         ,Yes       ,11.0,3,1,80,0,5.0,2,3,5.0,4.0,1.0,2.0
1687,4,Female              ,87,3,1,Laboratory Technician                   ,3,Married                                 ,3306.0,26176.0,7,Y         ,No        ,19.0,3,4,80,1,7.0,5,2,0.0,0.0,0.0,0.0
1689,2,Male                ,48,4,3,Healthcare Representative               ,4,Married                                 ,7005.0,3458.0,3,Y         ,No        ,15.0,3,3,80,0,11.0,2,3,4.0,3.0,1.0,2.0
1691,4,Female              ,95,3,1,Sales Representative                    ,3,Married                                 ,2655.0,11740.0,2,Y         ,Yes       ,11.0,3,3,80,2,19.0,3,3,9.0,7.0,7.0,7.0
1692,4,Male                ,95,3,1,Laboratory Technician                   ,2,Single                                  ,1393.0,24852.0,1,Y         ,No        ,12.0,3,1,80,0,1.0,2,3,1.0,0.0,0.0,0.0
