Age,Attrition,Business_Travel,DailyRate,Department,Distance_From_Home,Education_in_years,Education_Field,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
37,0,2,1225,1,10,2,1,4,1,80,4,6,4,2,4680.0,15232.0,3,0,17.0,3,1,0,4.0,2,3,1.0,0.0,0.0,0.0
50,0,2,1207,1,28,1,3,4,1,74,4,2,3,1,3221.0,3297.0,1,1,11.0,3,3,3,20.0,3,3,20.0,8.0,3.0,8.0
34,0,2,1442,1,9,3,3,4,0,46,2,0,2,2,8621.0,17654.0,1,0,14.0,3,2,0,9.0,3,4,8.0,7.0,7.0,7.0
24,1,2,693,2,3,2,1,1,0,65,3,7,3,2,4577.0,24785.0,9,0,14.0,3,1,0,4.0,3,3,2.0,2.0,2.0,0.0
39,0,2,408,1,2,4,5,4,0,80,2,0,3,2,4553.0,20978.0,1,0,11.0,3,1,0,20.0,4,3,20.0,7.0,11.0,10.0
32,0,2,929,2,10,3,2,4,1,55,3,7,4,2,5396.0,21703.0,1,0,12.0,3,4,0,10.0,2,2,10.0,7.0,0.0,8.0
50,1,1,562,2,8,2,5,2,1,50,3,7,3,1,6796.0,23452.0,3,1,14.0,3,1,1,18.0,4,3,4.0,3.0,1.0,3.0
38,0,2,827,1,1,4,1,2,0,33,4,0,4,2,7625.0,19383.0,0,0,13.0,3,3,0,10.0,4,2,9.0,7.0,1.0,8.0
27,0,2,608,1,1,2,1,3,0,68,3,4,1,1,7412.0,6009.0,1,0,11.0,3,4,0,9.0,3,3,9.0,7.0,0.0,7.0
32,0,2,1018,1,3,2,1,3,0,39,3,5,4,2,11159.0,19373.0,3,0,15.0,3,4,0,10.0,6,3,7.0,7.0,7.0,7.0
47,0,2,703,2,14,4,2,4,1,42,3,7,1,2,4960.0,11825.0,2,0,12.0,3,4,0,20.0,2,3,7.0,7.0,1.0,7.0
40,0,1,580,2,5,4,1,4,1,48,2,7,1,1,10475.0,23772.0,5,1,21.0,4,3,1,20.0,2,3,18.0,13.0,1.0,12.0
53,0,2,970,1,7,3,1,3,1,59,4,5,3,1,14814.0,13514.0,3,0,19.0,3,3,0,32.0,3,3,5.0,1.0,1.0,3.0
41,0,2,427,0,10,4,0,2,1,73,2,3,4,0,19141.0,8861.0,3,0,15.0,3,2,3,23.0,2,2,21.0,6.0,12.0,6.0
60,0,2,1179,2,16,4,2,1,1,84,3,7,1,2,5405.0,11924.0,8,0,14.0,3,4,0,10.0,1,3,2.0,2.0,2.0,2.0
27,0,1,294,1,10,2,1,4,1,32,3,4,1,0,8793.0,4809.0,1,0,21.0,4,3,2,9.0,4,2,9.0,7.0,1.0,7.0
41,0,2,314,0,1,3,0,4,1,59,2,3,3,1,19189.0,19562.0,1,0,12.0,3,2,1,22.0,3,3,22.0,7.0,2.0,10.0
50,0,2,316,2,8,4,2,4,1,54,3,8,2,1,3875.0,9983.0,7,0,15.0,3,4,1,4.0,2,3,2.0,2.0,2.0,2.0
28,1,2,654,1,1,2,1,1,0,67,1,6,2,2,2216.0,3872.0,7,1,13.0,3,4,0,10.0,4,3,7.0,7.0,3.0,7.0
36,0,0,427,1,8,3,1,1,0,63,4,5,1,1,11713.0,20335.0,9,0,14.0,3,1,1,10.0,2,3,8.0,7.0,0.0,5.0
38,0,2,168,1,1,3,1,3,0,81,3,4,3,2,7861.0,15397.0,4,1,14.0,3,4,0,10.0,4,4,1.0,0.0,0.0,0.0
44,0,0,381,1,24,3,3,1,1,49,1,2,3,2,3708.0,2104.0,2,0,14.0,3,3,0,9.0,5,3,5.0,2.0,1.0,4.0
47,0,1,217,2,3,3,3,4,0,49,3,7,3,0,13770.0,10225.0,9,1,12.0,3,4,2,28.0,2,2,22.0,2.0,11.0,13.0
30,0,2,501,2,27,5,2,3,1,99,3,7,4,0,5304.0,25275.0,7,0,23.0,4,4,1,10.0,2,2,8.0,7.0,7.0,7.0
29,0,2,1396,2,10,3,1,3,1,99,3,8,3,2,2642.0,2755.0,1,0,11.0,3,3,0,1.0,6,3,1.0,0.0,0.0,0.0
42,1,1,933,1,19,3,3,3,1,57,4,6,3,0,2759.0,20366.0,6,1,12.0,3,4,0,7.0,2,3,2.0,2.0,2.0,2.0
43,0,1,775,2,15,3,1,4,1,47,2,7,4,1,6804.0,23683.0,3,0,18.0,3,3,1,7.0,5,3,2.0,2.0,2.0,2.0
34,0,2,970,1,8,2,3,2,0,96,3,0,3,2,6142.0,7360.0,3,0,11.0,3,4,0,10.0,2,3,5.0,1.0,4.0,3.0
23,0,2,650,1,9,1,3,2,1,37,3,2,1,1,2500.0,4344.0,1,0,14.0,3,4,1,5.0,2,4,4.0,3.0,0.0,2.0
39,0,2,141,0,3,3,0,3,0,44,4,1,2,1,6389.0,18767.0,9,0,15.0,3,3,1,12.0,3,1,8.0,3.0,3.0,6.0
56,0,2,832,1,9,3,3,3,1,81,3,0,4,1,11103.0,20420.0,7,0,11.0,3,3,0,30.0,1,2,10.0,7.0,1.0,1.0
40,0,2,804,1,2,1,3,4,0,86,2,6,4,2,2342.0,22929.0,0,1,20.0,4,4,0,5.0,2,2,4.0,2.0,2.0,3.0
27,0,2,975,1,7,3,3,4,0,55,2,0,1,2,6811.0,23398.0,8,0,19.0,3,1,0,9.0,2,1,7.0,6.0,0.0,7.0
29,0,2,1090,2,10,3,2,4,1,83,3,8,2,0,2297.0,17967.0,1,0,14.0,3,4,2,2.0,2,3,2.0,2.0,2.0,2.0
53,0,2,346,1,6,3,1,4,1,86,3,2,4,2,2450.0,10919.0,2,0,17.0,3,4,0,19.0,4,3,2.0,2.0,2.0,2.0
35,0,0,1225,1,2,4,1,4,0,61,3,0,1,0,5093.0,4761.0,2,0,11.0,3,1,1,16.0,2,4,1.0,0.0,0.0,0.0
32,0,1,430,1,24,4,1,1,1,80,3,2,4,1,5309.0,21146.0,1,0,15.0,3,4,2,10.0,2,3,10.0,8.0,4.0,7.0
38,0,2,268,1,2,5,3,4,1,92,3,6,3,1,3057.0,20471.0,6,1,13.0,3,2,1,6.0,0,1,1.0,0.0,0.0,1.0
34,0,2,167,1,8,5,1,2,0,32,3,4,1,0,5121.0,4187.0,3,0,14.0,3,3,1,7.0,3,3,0.0,0.0,0.0,0.0
52,0,2,621,2,3,4,2,3,1,31,2,3,1,1,16856.0,10084.0,1,0,11.0,3,1,0,34.0,3,4,34.0,6.0,1.0,16.0
33,1,2,527,1,1,4,4,4,1,63,3,6,4,2,2686.0,5207.0,1,1,13.0,3,3,0,10.0,2,2,10.0,9.0,7.0,8.0
25,0,2,883,2,26,1,3,3,0,32,3,7,4,2,6180.0,22807.0,1,0,23.0,4,2,0,6.0,5,2,6.0,5.0,1.0,4.0
45,0,2,954,2,2,2,5,2,1,46,1,8,3,2,6632.0,12388.0,0,0,13.0,3,1,0,9.0,3,3,8.0,7.0,3.0,1.0
23,0,2,310,1,10,1,3,1,1,79,4,6,3,2,3505.0,19630.0,1,0,18.0,3,4,0,2.0,3,3,2.0,2.0,0.0,2.0
47,1,1,719,2,27,2,1,2,0,77,4,7,3,2,6397.0,10339.0,4,1,12.0,3,4,0,8.0,2,3,5.0,4.0,1.0,3.0
34,0,2,304,2,2,3,4,4,1,60,3,7,4,2,6274.0,18686.0,1,0,22.0,4,3,0,6.0,5,3,6.0,5.0,1.0,4.0
55,1,2,725,1,2,3,3,4,1,78,3,3,1,1,19859.0,21199.0,5,1,13.0,3,4,1,24.0,2,3,5.0,2.0,1.0,4.0
36,0,0,1434,2,8,4,1,1,1,76,2,7,1,2,7587.0,14229.0,1,0,15.0,3,2,0,10.0,1,3,10.0,7.0,0.0,9.0
52,0,0,715,1,19,4,3,4,1,41,3,6,4,1,4258.0,26589.0,0,0,18.0,3,1,1,5.0,3,3,4.0,3.0,1.0,2.0
26,0,1,575,1,1,2,1,1,0,71,1,2,4,0,4364.0,5288.0,3,0,14.0,3,1,1,5.0,2,3,2.0,2.0,2.0,0.0
29,0,2,657,1,27,3,3,2,0,66,3,0,3,1,4335.0,25549.0,4,0,12.0,3,1,1,11.0,3,2,8.0,7.0,1.0,1.0
26,1,2,1146,2,8,3,5,4,1,38,2,7,1,2,5326.0,3064.0,6,0,17.0,3,3,0,6.0,2,2,4.0,3.0,1.0,2.0
34,0,2,182,1,1,4,1,2,0,72,4,6,4,2,3280.0,13551.0,2,0,16.0,3,3,0,10.0,2,3,4.0,2.0,1.0,3.0
54,0,2,376,1,19,4,3,4,0,95,3,4,1,0,5485.0,22670.0,9,1,11.0,3,2,2,9.0,4,3,5.0,3.0,1.0,4.0
27,0,1,829,2,8,1,2,3,1,84,3,7,4,1,4342.0,24008.0,0,0,19.0,3,2,1,5.0,3,3,4.0,2.0,1.0,1.0
37,0,2,571,1,10,1,1,4,0,82,3,6,1,0,2782.0,19905.0,0,1,13.0,3,2,2,6.0,3,2,5.0,3.0,4.0,3.0
38,0,1,240,1,2,4,1,1,0,75,4,4,1,2,5980.0,26085.0,6,1,12.0,3,4,0,17.0,2,3,15.0,7.0,4.0,12.0
34,0,2,121,1,2,4,3,3,0,86,2,6,1,2,4381.0,7530.0,1,0,11.0,3,3,0,6.0,3,3,6.0,5.0,1.0,3.0
35,0,2,384,2,8,4,1,1,0,72,3,8,4,1,2572.0,20317.0,1,0,16.0,3,2,1,3.0,1,2,3.0,2.0,0.0,2.0
30,0,2,921,1,1,3,1,4,1,38,1,2,3,1,3833.0,24375.0,3,0,21.0,4,3,2,7.0,2,3,2.0,2.0,0.0,2.0
40,0,1,791,1,2,2,3,3,0,38,4,0,2,1,4244.0,9931.0,1,0,24.0,4,4,1,8.0,2,3,8.0,7.0,3.0,7.0
34,0,2,1111,2,8,2,1,3,0,93,3,7,1,1,6500.0,13305.0,5,0,17.0,3,2,1,6.0,1,3,3.0,2.0,1.0,2.0
42,0,1,570,1,8,3,1,2,1,66,3,3,4,0,18430.0,16225.0,1,0,13.0,3,2,1,24.0,4,2,24.0,7.0,14.0,9.0
23,1,2,1243,1,6,3,1,3,1,63,4,2,1,1,1601.0,3445.0,1,1,21.0,4,3,2,1.0,2,3,0.0,0.0,0.0,0.0
24,0,0,1092,1,9,3,1,3,1,60,2,2,2,0,2694.0,26551.0,1,0,11.0,3,3,3,1.0,4,3,1.0,0.0,0.0,0.0
52,0,2,1325,1,11,4,1,4,0,82,3,2,3,1,3149.0,21821.0,8,0,20.0,4,2,1,9.0,3,3,5.0,2.0,1.0,4.0
50,0,2,691,1,2,3,3,3,1,64,3,5,3,1,17639.0,6881.0,5,0,16.0,3,4,0,30.0,3,3,4.0,3.0,0.0,3.0
29,1,2,805,1,1,2,1,2,0,36,2,2,1,1,2319.0,6689.0,1,1,11.0,3,4,1,1.0,1,3,1.0,0.0,0.0,0.0
33,0,2,213,1,7,3,3,3,1,49,3,5,3,1,11691.0,25995.0,0,0,11.0,3,4,0,14.0,3,4,13.0,9.0,3.0,7.0
33,1,2,118,2,16,3,2,1,0,69,3,7,1,2,5324.0,26507.0,5,0,15.0,3,3,0,6.0,3,3,3.0,2.0,0.0,2.0
47,0,2,202,1,2,2,4,3,0,33,3,3,4,1,16752.0,12982.0,1,1,11.0,3,3,1,26.0,3,2,26.0,14.0,3.0,0.0
36,0,2,676,1,1,3,4,3,0,35,3,4,2,1,5228.0,23361.0,0,0,15.0,3,1,1,10.0,2,3,9.0,7.0,0.0,5.0
29,0,2,1252,1,23,2,1,3,1,81,4,6,3,1,2700.0,23779.0,1,0,24.0,4,3,1,10.0,3,3,10.0,7.0,0.0,7.0
58,1,2,286,1,2,4,1,4,1,31,3,5,2,2,19246.0,25761.0,7,1,12.0,3,4,0,40.0,2,3,31.0,15.0,13.0,8.0
35,0,2,1258,1,1,4,1,4,0,40,4,6,3,2,2506.0,13301.0,3,0,13.0,3,3,0,7.0,0,3,2.0,2.0,2.0,2.0
42,0,2,932,1,1,2,1,4,0,43,2,4,4,1,6062.0,4051.0,9,1,13.0,3,4,1,8.0,4,3,4.0,3.0,0.0,2.0
28,1,2,890,1,2,4,3,3,1,46,3,6,3,2,4382.0,16374.0,6,0,17.0,3,4,0,5.0,3,2,2.0,2.0,2.0,1.0
36,0,2,1041,0,13,3,0,3,1,36,3,1,2,1,2143.0,25527.0,4,0,13.0,3,2,1,8.0,2,3,5.0,2.0,0.0,4.0
32,0,2,859,1,4,3,1,3,0,98,2,4,3,1,6162.0,19124.0,1,0,12.0,3,3,1,14.0,3,3,14.0,13.0,6.0,8.0
40,0,1,720,1,16,4,3,1,1,51,2,2,3,2,5094.0,11983.0,6,0,14.0,3,4,0,10.0,6,3,1.0,0.0,0.0,0.0
30,0,2,946,1,2,3,3,3,0,52,2,4,4,2,6877.0,20234.0,5,1,24.0,4,2,0,12.0,4,2,0.0,0.0,0.0,0.0
45,0,2,252,1,2,3,1,2,0,95,2,6,3,2,2274.0,6153.0,1,0,14.0,3,4,0,1.0,3,3,1.0,0.0,0.0,0.0
42,0,2,933,1,29,3,1,2,1,98,3,4,2,1,4434.0,11806.0,1,0,13.0,3,4,1,10.0,3,2,9.0,8.0,7.0,8.0
38,0,1,471,1,12,3,1,1,1,45,2,0,1,0,6288.0,4284.0,2,0,15.0,3,3,1,13.0,3,2,4.0,3.0,1.0,2.0
34,0,1,702,1,16,4,1,3,0,100,2,6,4,2,2553.0,8306.0,1,0,16.0,3,3,0,6.0,3,3,5.0,2.0,1.0,3.0
49,1,2,1184,2,11,3,2,3,0,43,3,7,4,1,7654.0,5860.0,1,0,18.0,3,1,2,9.0,3,4,9.0,8.0,7.0,7.0
55,1,2,436,2,2,1,3,3,1,37,3,7,4,2,5160.0,21519.0,4,0,16.0,3,3,0,12.0,3,2,9.0,7.0,7.0,3.0
43,0,2,589,1,14,2,1,2,1,94,3,5,1,1,17159.0,5200.0,6,0,24.0,4,3,1,22.0,3,3,4.0,1.0,1.0,0.0
27,0,2,269,1,5,1,5,3,1,42,2,5,4,0,12808.0,8842.0,1,1,16.0,3,2,1,9.0,3,3,9.0,8.0,0.0,8.0
35,0,2,950,1,7,3,4,3,1,59,3,4,3,2,10221.0,18869.0,3,0,21.0,4,2,0,17.0,3,4,8.0,5.0,1.0,6.0
28,0,2,760,2,2,4,2,2,0,81,3,7,2,1,4779.0,3698.0,1,1,20.0,4,1,0,8.0,2,3,8.0,7.0,7.0,5.0
34,0,2,829,0,3,2,0,3,1,88,3,1,4,1,3737.0,2243.0,0,0,19.0,3,3,1,4.0,1,1,3.0,2.0,0.0,2.0
26,1,1,887,1,5,2,3,3,0,88,2,6,3,1,2366.0,20898.0,1,1,14.0,3,1,1,8.0,2,3,8.0,7.0,1.0,7.0
27,0,0,443,1,3,3,3,4,1,50,3,6,4,1,1706.0,16571.0,1,0,11.0,3,3,3,0.0,6,2,0.0,0.0,0.0,0.0
51,0,2,1318,2,26,4,2,1,0,66,3,3,3,1,16307.0,5594.0,2,0,14.0,3,3,1,29.0,2,2,20.0,6.0,4.0,17.0
44,0,2,625,1,4,3,3,4,1,50,3,0,2,2,5933.0,5197.0,9,0,12.0,3,4,0,10.0,2,2,5.0,2.0,2.0,3.0
25,0,2,180,1,2,1,3,1,1,65,4,6,1,2,3424.0,21632.0,7,0,13.0,3,3,0,6.0,3,2,4.0,3.0,0.0,1.0
33,0,2,586,2,1,3,3,1,1,48,4,7,1,0,4037.0,21816.0,1,0,22.0,4,1,1,9.0,5,3,9.0,8.0,0.0,8.0
35,0,2,1343,1,27,1,3,3,0,53,2,6,1,2,2559.0,17852.0,1,0,11.0,3,4,0,6.0,3,2,6.0,5.0,1.0,1.0
36,0,2,928,2,1,2,1,2,1,56,3,7,4,1,6201.0,2823.0,1,1,14.0,3,4,1,18.0,1,2,18.0,14.0,4.0,11.0
32,0,2,117,2,13,4,1,2,1,73,3,7,4,0,4403.0,9250.0,2,0,11.0,3,3,1,8.0,3,2,5.0,2.0,0.0,3.0
30,0,1,1012,1,5,4,1,2,1,75,2,6,4,0,3761.0,2373.0,9,0,12.0,3,2,1,10.0,3,2,5.0,4.0,0.0,3.0
53,0,2,661,2,7,2,2,1,0,78,2,7,4,1,10934.0,20715.0,7,1,18.0,3,4,1,35.0,3,3,5.0,2.0,0.0,4.0
45,0,2,930,2,9,3,2,4,1,74,3,7,1,0,10761.0,19239.0,4,1,12.0,3,3,1,18.0,2,3,5.0,4.0,0.0,2.0
32,0,2,638,1,8,2,3,3,0,91,4,6,3,1,5175.0,22162.0,5,0,12.0,3,3,1,9.0,3,2,5.0,3.0,1.0,3.0
52,0,1,890,1,25,4,3,3,0,81,2,4,4,1,13826.0,19028.0,3,0,22.0,4,3,0,31.0,3,3,9.0,8.0,0.0,0.0
37,0,2,342,2,16,4,2,4,1,66,2,7,3,0,6334.0,24558.0,4,0,19.0,3,4,2,9.0,2,3,1.0,0.0,0.0,0.0
28,0,2,1169,0,8,2,3,2,1,63,2,1,4,0,4936.0,23965.0,1,0,13.0,3,4,1,6.0,6,3,5.0,1.0,0.0,4.0
22,0,2,1230,1,1,2,1,4,1,33,2,4,4,1,4775.0,19146.0,6,0,22.0,4,1,2,4.0,2,1,2.0,2.0,2.0,2.0
44,0,2,986,1,8,4,1,1,1,62,4,2,4,1,2818.0,5044.0,2,1,24.0,4,3,1,10.0,2,2,3.0,2.0,0.0,2.0
42,0,1,1271,1,2,1,3,2,1,35,3,6,4,2,2515.0,9068.0,5,1,14.0,3,4,0,8.0,2,3,2.0,1.0,2.0,2.0
36,0,2,1278,0,8,3,1,1,1,77,2,1,1,1,2342.0,8635.0,0,0,21.0,4,3,0,6.0,3,3,5.0,4.0,0.0,3.0
25,0,2,141,2,3,1,4,3,1,98,3,7,1,1,4194.0,14363.0,1,1,18.0,3,4,0,5.0,3,3,5.0,3.0,0.0,3.0
35,0,2,607,1,9,3,1,4,0,66,2,4,3,1,10685.0,23457.0,1,1,20.0,4,2,1,17.0,2,3,17.0,14.0,5.0,15.0
35,1,1,130,1,25,4,1,4,0,96,3,6,2,0,2022.0,16612.0,1,1,19.0,3,1,1,10.0,3,2,10.0,2.0,7.0,8.0
32,0,0,300,1,1,3,1,4,1,61,3,2,4,0,2314.0,9148.0,0,0,12.0,3,2,1,4.0,2,3,3.0,0.0,0.0,2.0
25,0,2,583,2,4,1,2,3,1,87,2,7,1,1,4256.0,18154.0,1,0,12.0,3,1,0,5.0,1,4,5.0,2.0,0.0,3.0
49,0,2,1418,1,1,3,5,3,0,36,3,6,1,1,3580.0,10554.0,2,0,16.0,3,2,1,7.0,2,3,4.0,2.0,0.0,2.0
24,0,0,1269,1,4,1,1,1,1,46,2,2,4,1,3162.0,10778.0,0,0,17.0,3,4,0,6.0,2,2,5.0,2.0,3.0,4.0
32,0,1,379,2,5,2,1,2,1,48,3,7,2,1,6524.0,8891.0,1,0,14.0,3,4,1,10.0,3,3,10.0,8.0,5.0,3.0
38,0,2,395,2,9,3,2,2,1,98,2,8,2,1,2899.0,12102.0,0,0,19.0,3,4,1,3.0,3,3,2.0,2.0,1.0,2.0
42,0,2,1265,1,3,3,1,3,0,95,4,2,4,1,5231.0,23726.0,2,1,13.0,3,2,1,17.0,1,2,5.0,3.0,1.0,3.0
31,0,2,1222,1,11,4,1,4,1,48,3,6,4,1,2356.0,14871.0,3,1,19.0,3,2,1,8.0,2,3,6.0,4.0,0.0,2.0
29,1,2,341,2,1,3,3,2,0,48,2,8,3,0,2800.0,23522.0,6,1,19.0,3,3,3,5.0,3,3,3.0,2.0,0.0,2.0
53,0,2,868,2,8,3,2,1,1,73,3,7,4,1,11836.0,22789.0,5,0,14.0,3,3,1,28.0,3,3,2.0,0.0,2.0,2.0
35,0,2,672,1,25,3,5,4,1,78,2,4,2,1,10903.0,9129.0,3,0,16.0,3,1,0,16.0,2,3,13.0,10.0,4.0,8.0
37,0,1,1231,2,21,2,3,3,0,54,3,8,4,1,2973.0,21222.0,5,0,15.0,3,2,1,10.0,3,3,5.0,4.0,0.0,0.0
53,0,2,102,1,23,4,1,4,0,72,3,5,4,2,14275.0,20206.0,6,0,18.0,3,3,0,33.0,0,3,12.0,9.0,3.0,8.0
43,0,1,422,1,1,3,1,4,0,33,3,0,4,1,5562.0,21782.0,4,0,13.0,3,2,1,12.0,2,2,5.0,2.0,2.0,2.0
47,0,2,249,2,2,2,2,3,0,35,3,7,4,1,4537.0,17783.0,0,1,22.0,4,1,1,8.0,2,3,7.0,6.0,7.0,7.0
37,0,0,1252,2,19,2,3,1,1,32,3,7,2,2,7642.0,4814.0,1,1,13.0,3,4,0,10.0,2,3,10.0,0.0,0.0,9.0
50,0,0,881,1,2,4,1,1,1,98,3,3,1,0,17924.0,4544.0,1,0,11.0,3,4,1,31.0,3,3,31.0,6.0,14.0,7.0
39,0,2,1383,0,2,3,1,4,0,42,2,1,4,1,5204.0,7790.0,8,0,11.0,3,3,2,13.0,2,3,5.0,4.0,0.0,4.0
33,0,2,1075,0,3,2,0,4,1,57,3,1,2,0,2277.0,22650.0,3,1,11.0,3,3,1,7.0,4,4,4.0,3.0,0.0,3.0
32,1,2,374,1,25,4,1,1,1,87,3,2,4,2,2795.0,18016.0,1,1,24.0,4,3,0,1.0,2,1,1.0,0.0,0.0,1.0
29,0,2,1086,1,7,1,3,1,0,62,2,2,4,0,2532.0,6054.0,6,0,14.0,3,3,3,8.0,5,3,4.0,3.0,0.0,3.0
44,0,2,661,1,9,2,1,2,1,61,3,6,1,1,2559.0,7508.0,1,1,13.0,3,4,0,8.0,0,3,8.0,7.0,7.0,1.0
28,0,2,821,2,5,4,3,1,1,98,3,7,4,2,4908.0,24252.0,1,0,14.0,3,2,0,4.0,3,3,4.0,2.0,0.0,2.0
58,1,1,781,1,2,1,1,4,1,57,2,2,4,0,2380.0,13384.0,9,1,14.0,3,4,1,3.0,3,2,1.0,0.0,0.0,0.0
43,0,2,177,1,8,3,1,1,0,55,3,4,2,0,4765.0,23814.0,4,0,21.0,4,3,1,4.0,2,4,1.0,0.0,0.0,0.0
20,1,2,500,2,2,3,3,3,0,49,2,8,3,2,2044.0,22052.0,1,0,13.0,3,4,0,2.0,3,2,2.0,2.0,0.0,2.0
21,1,2,1427,1,18,1,4,4,0,65,3,6,4,2,2693.0,8870.0,1,0,19.0,3,1,0,1.0,3,2,1.0,0.0,0.0,0.0
36,0,2,1425,1,14,1,1,3,1,68,3,0,4,1,6586.0,4821.0,0,1,17.0,3,1,1,17.0,2,2,16.0,8.0,4.0,11.0
47,0,2,1454,2,2,4,1,4,0,65,2,8,4,2,3294.0,13137.0,1,1,18.0,3,1,0,3.0,3,2,3.0,2.0,1.0,2.0
22,1,2,617,1,3,1,1,2,0,34,3,4,3,1,4171.0,10022.0,0,1,19.0,3,1,1,4.0,3,4,3.0,2.0,0.0,2.0
41,1,2,1085,1,2,4,1,2,0,57,1,2,4,0,2778.0,17725.0,4,1,13.0,3,3,1,10.0,1,2,7.0,7.0,1.0,0.0
28,0,2,995,1,9,3,3,3,0,77,3,6,3,0,2377.0,9834.0,5,0,18.0,3,2,1,6.0,2,3,2.0,2.0,2.0,2.0
39,1,2,1122,1,6,3,3,4,1,70,3,2,1,1,2404.0,4303.0,7,1,21.0,4,4,0,8.0,2,1,2.0,2.0,2.0,2.0
27,0,2,618,1,4,3,1,2,0,76,3,6,3,2,2318.0,17808.0,1,0,19.0,3,3,0,1.0,2,3,1.0,1.0,0.0,0.0
34,0,2,546,1,10,3,1,2,1,83,3,2,2,0,2008.0,6896.0,1,0,14.0,3,2,2,1.0,3,3,1.0,0.0,1.0,0.0
42,0,2,462,2,14,2,3,3,0,68,2,7,3,2,6244.0,7824.0,7,0,17.0,3,1,0,10.0,6,3,5.0,4.0,0.0,3.0
33,0,2,1198,1,1,4,4,3,1,100,2,6,1,2,2799.0,3339.0,3,1,11.0,3,2,0,6.0,1,3,3.0,2.0,0.0,2.0
58,0,2,1272,1,5,3,5,3,0,37,2,0,2,0,10552.0,9255.0,2,1,13.0,3,4,1,24.0,3,3,6.0,0.0,0.0,4.0
31,0,2,154,2,7,4,1,2,1,41,2,8,3,1,2329.0,11737.0,3,0,15.0,3,2,0,13.0,2,4,7.0,7.0,5.0,2.0
35,0,2,1137,1,21,1,1,4,0,51,3,0,4,1,4014.0,19170.0,1,1,25.0,4,4,1,10.0,2,1,10.0,6.0,0.0,7.0
49,0,2,527,1,8,2,4,1,0,51,3,2,2,1,7403.0,22477.0,4,0,11.0,3,3,1,29.0,3,2,26.0,9.0,1.0,7.0
48,0,2,1469,1,20,4,3,4,1,51,3,6,3,1,2259.0,5543.0,4,0,17.0,3,1,2,13.0,2,2,0.0,0.0,0.0,0.0
31,0,0,1188,2,20,2,2,4,0,45,3,7,3,1,6932.0,24406.0,1,0,13.0,3,4,1,9.0,2,2,9.0,8.0,0.0,0.0
36,0,2,188,1,7,4,4,2,1,65,3,6,4,2,4678.0,23293.0,2,0,18.0,3,3,0,8.0,6,3,6.0,2.0,0.0,1.0
38,0,2,1333,1,1,3,5,4,0,80,3,5,1,1,13582.0,16292.0,1,0,13.0,3,2,1,15.0,3,3,15.0,12.0,5.0,11.0
32,0,0,1184,1,1,3,1,3,0,70,2,2,2,1,2332.0,3974.0,6,0,20.0,4,3,0,5.0,3,3,3.0,0.0,0.0,2.0
25,1,2,867,2,19,2,2,3,1,36,2,8,2,1,2413.0,18798.0,1,1,18.0,3,3,3,1.0,2,3,1.0,0.0,0.0,0.0
40,0,2,658,2,10,4,2,1,1,67,2,7,2,0,9705.0,20652.0,2,0,12.0,3,2,1,11.0,2,2,1.0,0.0,0.0,0.0
26,0,1,1283,2,1,3,3,3,1,52,2,7,1,2,4294.0,11148.0,1,0,12.0,3,2,0,7.0,2,3,7.0,7.0,0.0,7.0
41,0,2,263,1,6,3,3,4,1,59,3,2,1,2,4721.0,3119.0,2,1,13.0,3,3,0,20.0,3,3,18.0,13.0,2.0,17.0
36,0,2,938,1,2,4,3,3,1,79,3,2,3,2,2519.0,12287.0,4,0,21.0,4,3,0,16.0,6,3,11.0,8.0,3.0,9.0
19,1,2,419,2,21,3,4,4,1,37,2,8,2,2,2121.0,9947.0,1,1,13.0,3,2,0,1.0,3,4,1.0,0.0,0.0,0.0
20,1,2,129,1,4,3,5,1,1,84,3,2,1,2,2973.0,13008.0,1,0,19.0,3,2,0,1.0,2,3,1.0,0.0,0.0,0.0
31,0,2,616,1,12,3,3,4,0,41,3,0,4,1,5855.0,17369.0,0,1,11.0,3,3,2,10.0,2,1,9.0,7.0,8.0,5.0
40,0,1,1469,1,9,4,3,4,1,35,3,6,2,0,3617.0,25063.0,8,1,14.0,3,4,1,3.0,2,3,1.0,1.0,0.0,0.0
32,0,2,498,1,3,4,3,3,0,93,3,4,1,1,6725.0,13554.0,1,0,12.0,3,3,1,8.0,2,4,8.0,7.0,6.0,3.0
36,1,2,530,2,3,1,1,3,1,51,2,7,4,1,10325.0,5518.0,1,1,11.0,3,1,1,16.0,6,3,16.0,7.0,3.0,7.0
33,0,2,1069,1,1,3,1,2,0,42,2,0,4,2,6949.0,12291.0,0,0,14.0,3,1,0,6.0,3,3,5.0,0.0,1.0,4.0
37,1,2,625,2,1,4,1,1,1,46,2,7,3,1,10609.0,14922.0,5,0,11.0,3,3,0,17.0,2,1,14.0,1.0,11.0,7.0
45,0,0,805,1,4,2,1,3,1,57,3,2,2,1,4447.0,23163.0,1,0,12.0,3,2,0,9.0,5,2,9.0,7.0,0.0,8.0
